                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.5481,                 1.3296,                 1.4093,                0.49526,                0.38737,                0.40167,                0.22783,                 1.8081,                 1.5184,                 1.4765,               0.009142,               0.009142,               0.009142
                     15,                 1.5397,                 1.3166,                 1.4079,                 0.4983,                0.38127,                0.39216,                0.22097,                 1.8291,                 1.6129,                 1.4958,               0.009076,               0.009076,               0.009076
                     16,                 1.5128,                 1.2835,                    1.4,                0.52736,                0.39532,                0.40793,                0.22038,                 1.8918,                 1.6123,                 1.5192,                0.00901,                0.00901,                0.00901
                     17,                 1.5072,                 1.2801,                 1.3906,                0.56169,                0.38602,                0.41741,                 0.2342,                 1.8051,                  1.495,                 1.4472,               0.008944,               0.008944,               0.008944
                     18,                 1.4927,                 1.2811,                 1.3901,                0.54717,                0.40188,                0.42233,                0.23088,                 1.8171,                 1.5071,                 1.4787,               0.008878,               0.008878,               0.008878
                     19,                 1.4728,                 1.2317,                 1.3715,                0.53671,                 0.4043,                0.42725,                0.23828,                 1.8314,                 1.5465,                 1.4775,               0.008812,               0.008812,               0.008812
                     20,                 1.4802,                 1.2346,                 1.3676,                0.54811,                0.40403,                0.42576,                 0.2364,                 1.7987,                 1.4971,                 1.4696,               0.008746,               0.008746,               0.008746
                     21,                 1.4732,                 1.2226,                  1.367,                0.55404,                 0.3871,                0.41919,                 0.2388,                 1.8328,                 1.5012,                   1.47,                0.00868,                0.00868,                0.00868
                     22,                 1.4619,                 1.2131,                 1.3562,                0.55935,                0.43439,                 0.4471,                0.24871,                 1.8035,                 1.5037,                 1.4758,               0.008614,               0.008614,               0.008614
                     23,                 1.4611,                 1.2047,                 1.3572,                0.55104,                0.40645,                0.43421,                0.24959,                  1.757,                 1.5073,                 1.4227,               0.008548,               0.008548,               0.008548
                     24,                 1.4663,                 1.1919,                 1.3537,                0.50916,                0.40376,                0.42537,                0.24338,                  1.757,                 1.4815,                 1.4154,               0.008482,               0.008482,               0.008482
                     25,                 1.4407,                 1.1803,                 1.3375,                0.54075,                0.43118,                0.43854,                0.25002,                 1.7908,                 1.4031,                 1.4533,               0.008416,               0.008416,               0.008416
                     26,                 1.4339,                 1.1771,                 1.3366,                0.56536,                0.42769,                0.45415,                0.26116,                  1.775,                 1.4198,                 1.4304,                0.00835,                0.00835,                0.00835
                     27,                 1.4381,                 1.1709,                  1.336,                0.57936,                0.40806,                0.44876,                0.25478,                 1.7878,                 1.3874,                 1.4553,               0.008284,               0.008284,               0.008284
                     28,                 1.4247,                 1.1645,                 1.3337,                0.55167,                 0.4293,                0.44927,                0.25987,                  1.735,                 1.3905,                 1.4284,               0.008218,               0.008218,               0.008218
                     29,                 1.4222,                  1.155,                 1.3373,                0.53702,                0.41613,                0.43437,                0.25324,                 1.7335,                 1.4414,                 1.4082,               0.008152,               0.008152,               0.008152
                     30,                 1.4205,                 1.1456,                 1.3278,                0.55797,                0.42204,                0.44688,                0.26066,                 1.7489,                 1.4177,                  1.396,               0.008086,               0.008086,               0.008086
                     31,                  1.413,                 1.1483,                 1.3234,                0.57177,                 0.4483,                 0.4593,                0.26638,                 1.7358,                 1.4425,                 1.3938,                0.00802,                0.00802,                0.00802
                     32,                 1.3925,                 1.1266,                 1.3131,                0.56554,                0.43737,                0.45614,                0.26742,                  1.722,                 1.3666,                 1.3891,               0.007954,               0.007954,               0.007954
                     33,                 1.4118,                 1.1283,                 1.3165,                0.54779,                0.43333,                0.44518,                 0.2617,                 1.7305,                 1.3389,                 1.4088,               0.007888,               0.007888,               0.007888
                     34,                 1.4052,                 1.1299,                 1.3072,                0.56084,                0.44785,                0.45894,                0.26792,                 1.7134,                 1.3486,                 1.3882,               0.007822,               0.007822,               0.007822
                     35,                 1.3908,                 1.1122,                 1.3044,                0.52494,                0.44319,                0.44864,                0.26429,                 1.7249,                 1.3736,                 1.4157,               0.007756,               0.007756,               0.007756
                     36,                 1.4042,                 1.1335,                 1.3056,                  0.568,                0.44624,                0.46029,                0.27333,                 1.7164,                 1.3507,                 1.3871,                0.00769,                0.00769,                0.00769
                     37,                 1.3786,                 1.1018,                 1.3041,                0.57669,                0.45814,                0.47296,                0.28097,                 1.6937,                 1.3403,                 1.3771,               0.007624,               0.007624,               0.007624
                     38,                 1.3861,                 1.1203,                 1.3089,                 0.5634,                0.43925,                0.46516,                0.27442,                 1.7111,                  1.344,                 1.3895,               0.007558,               0.007558,               0.007558
                     39,                 1.3794,                 1.0976,                 1.2945,                0.52384,                0.45661,                0.45639,                0.27245,                 1.7013,                 1.3198,                 1.3721,               0.007492,               0.007492,               0.007492
                     40,                  1.384,                 1.0974,                 1.3084,                  0.573,                0.43199,                0.46521,                0.27524,                 1.7254,                 1.2895,                 1.3951,               0.007426,               0.007426,               0.007426
                     41,                 1.3817,                 1.0919,                  1.297,                0.57484,                0.45672,                0.47085,                0.27812,                 1.7129,                 1.3519,                  1.406,                0.00736,                0.00736,                0.00736
                     42,                 1.3815,                  1.096,                 1.2982,                0.54926,                0.45242,                0.46541,                0.27885,                 1.7079,                 1.3247,                 1.3987,               0.007294,               0.007294,               0.007294
                     43,                 1.3665,                 1.0779,                 1.2861,                0.55726,                0.45373,                0.46737,                0.28049,                 1.6966,                 1.2696,                 1.3778,               0.007228,               0.007228,               0.007228
                     44,                 1.3603,                 1.0795,                 1.2804,                0.54958,                0.45985,                0.47198,                0.28198,                 1.7107,                 1.2902,                 1.3901,               0.007162,               0.007162,               0.007162
                     45,                 1.3635,                 1.0824,                   1.29,                0.56225,                0.46102,                0.47389,                0.28364,                  1.703,                  1.281,                 1.3848,               0.007096,               0.007096,               0.007096
                     46,                 1.3469,                 1.0657,                 1.2783,                0.55907,                0.46667,                0.47475,                0.28351,                 1.6976,                 1.3233,                 1.3826,                0.00703,                0.00703,                0.00703
                     47,                 1.3488,                 1.0709,                 1.2838,                0.57553,                 0.4664,                0.48121,                0.28567,                  1.697,                  1.284,                 1.3828,               0.006964,               0.006964,               0.006964
                     48,                 1.3476,                 1.0735,                 1.2773,                0.58405,                0.46559,                0.48184,                0.28722,                 1.6867,                 1.2858,                 1.3755,               0.006898,               0.006898,               0.006898
                     49,                 1.3456,                 1.0585,                 1.2792,                0.54764,                0.47581,                0.47938,                0.28645,                 1.6962,                  1.278,                 1.3765,               0.006832,               0.006832,               0.006832
                     50,                 1.3473,                 1.0603,                 1.2761,                0.57337,                 0.4693,                0.48495,                0.28908,                 1.7008,                 1.2817,                 1.3773,               0.006766,               0.006766,               0.006766
                     51,                 1.3356,                 1.0542,                  1.268,                0.56061,                0.47231,                0.48481,                0.29237,                 1.6904,                 1.2874,                 1.3652,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.3372,                 1.0418,                 1.2711,                0.55666,                0.47796,                0.48411,                0.29189,                 1.6895,                 1.2723,                 1.3615,               0.006634,               0.006634,               0.006634
                     53,                   1.33,                 1.0512,                 1.2755,                0.56923,                0.46022,                0.48281,                0.28943,                  1.683,                 1.2897,                 1.3612,               0.006568,               0.006568,               0.006568
                     54,                 1.3373,                   1.03,                 1.2662,                0.55727,                0.47269,                0.48162,                0.28627,                 1.6839,                 1.3211,                 1.3508,               0.006502,               0.006502,               0.006502
                     55,                 1.3183,                 1.0281,                 1.2554,                0.56282,                0.46505,                0.48405,                0.28839,                 1.6768,                 1.3192,                 1.3436,               0.006436,               0.006436,               0.006436
                     56,                 1.3191,                 1.0191,                  1.257,                0.55832,                0.47812,                0.48702,                0.29298,                 1.6758,                 1.2847,                 1.3437,                0.00637,                0.00637,                0.00637
                     57,                 1.3099,                 1.0069,                 1.2562,                0.56509,                 0.4828,                0.48402,                0.29125,                 1.6668,                 1.3165,                  1.344,               0.006304,               0.006304,               0.006304
                     58,                  1.321,                 1.0245,                 1.2617,                0.57066,                0.49086,                0.48837,                0.29458,                 1.6544,                 1.2928,                   1.33,               0.006238,               0.006238,               0.006238
                     59,                 1.3307,                 1.0367,                 1.2673,                0.56459,                0.48683,                0.48613,                0.29337,                 1.6552,                 1.2912,                 1.3342,               0.006172,               0.006172,               0.006172
                     60,                 1.3076,                 1.0008,                 1.2531,                0.57181,                0.48643,                0.48795,                0.29519,                 1.6757,                 1.2578,                 1.3552,               0.006106,               0.006106,               0.006106
                     61,                 1.2949,                 0.9984,                 1.2485,                0.57314,                0.48575,                0.49208,                0.29978,                 1.6661,                 1.2473,                 1.3582,                0.00604,                0.00604,                0.00604
                     62,                 1.3178,                 1.0216,                 1.2519,                 0.5715,                0.49012,                0.49425,                0.30002,                 1.6634,                 1.2533,                 1.3564,               0.005974,               0.005974,               0.005974
                     63,                 1.3103,                 1.0112,                 1.2597,                0.56064,                0.49361,                0.49264,                0.29822,                 1.6656,                 1.2671,                 1.3637,               0.005908,               0.005908,               0.005908
                     64,                 1.2985,                0.99493,                 1.2491,                0.57943,                0.48414,                0.49703,                0.30073,                 1.6623,                 1.2779,                 1.3509,               0.005842,               0.005842,               0.005842
                     65,                 1.3008,                0.99152,                 1.2465,                 0.5713,                0.48333,                0.49602,                0.30092,                  1.655,                 1.2805,                 1.3497,               0.005776,               0.005776,               0.005776
                     66,                 1.2835,                0.98092,                 1.2426,                 0.5672,                0.49032,                0.49613,                0.29933,                 1.6496,                 1.3102,                 1.3462,                0.00571,                0.00571,                0.00571
                     67,                 1.2983,                0.99833,                 1.2512,                0.57503,                0.48978,                0.49456,                0.29923,                  1.647,                 1.3048,                 1.3477,               0.005644,               0.005644,               0.005644
                     68,                 1.2973,                0.98982,                 1.2337,                 0.5573,                0.49946,                0.49306,                0.29804,                 1.6627,                 1.2881,                 1.3585,               0.005578,               0.005578,               0.005578
                     69,                 1.2993,                0.99667,                 1.2411,                0.56876,                0.49211,                 0.4922,                0.29944,                 1.6658,                 1.2859,                 1.3605,               0.005512,               0.005512,               0.005512
                     70,                 1.2859,                0.98088,                  1.238,                0.56233,                0.49032,                 0.4933,                 0.2989,                 1.6573,                 1.2877,                 1.3536,               0.005446,               0.005446,               0.005446
                     71,                 1.2927,                0.98082,                 1.2337,                0.56869,                0.49624,                0.49575,                0.29883,                 1.6499,                 1.3018,                 1.3437,                0.00538,                0.00538,                0.00538
                     72,                 1.2844,                0.98519,                  1.239,                0.56788,                0.49301,                0.49651,                0.30058,                 1.6468,                 1.3089,                 1.3395,               0.005314,               0.005314,               0.005314
                     73,                 1.2742,                  0.962,                 1.2374,                0.56261,                0.49973,                0.49705,                0.30122,                 1.6424,                 1.3184,                 1.3365,               0.005248,               0.005248,               0.005248
                     74,                 1.2808,                0.96085,                 1.2296,                0.56314,                0.50142,                0.49767,                0.30151,                 1.6473,                 1.3191,                 1.3407,               0.005182,               0.005182,               0.005182
                     75,                 1.2673,                0.96436,                 1.2376,                0.57321,                0.49866,                0.49865,                0.30205,                 1.6468,                 1.3169,                 1.3417,               0.005116,               0.005116,               0.005116
                     76,                 1.2735,                0.96884,                 1.2247,                0.57344,                 0.4987,                0.49781,                0.30192,                 1.6403,                 1.3276,                 1.3379,                0.00505,                0.00505,                0.00505
                     77,                 1.2698,                0.96356,                 1.2295,                0.57325,                0.50161,                0.49981,                0.30312,                 1.6377,                 1.3172,                 1.3321,               0.004984,               0.004984,               0.004984
                     78,                 1.2783,                0.97204,                 1.2323,                0.56823,                0.50242,                 0.4991,                0.30368,                 1.6374,                 1.3093,                 1.3314,               0.004918,               0.004918,               0.004918
                     79,                  1.265,                0.95439,                 1.2185,                0.57027,                0.50269,                0.50039,                0.30408,                 1.6348,                 1.3109,                 1.3294,               0.004852,               0.004852,               0.004852
                     80,                 1.2628,                0.96699,                 1.2238,                0.57327,                0.50081,                0.50044,                0.30453,                 1.6263,                 1.3146,                 1.3242,               0.004786,               0.004786,               0.004786
                     81,                 1.2644,                0.95375,                 1.2201,                0.57123,                0.50538,                0.50172,                 0.3057,                 1.6276,                 1.3112,                 1.3242,                0.00472,                0.00472,                0.00472
                     82,                 1.2512,                0.94716,                  1.217,                0.57465,                0.50645,                0.50242,                0.30618,                 1.6217,                 1.3107,                  1.324,               0.004654,               0.004654,               0.004654
                     83,                 1.2526,                0.93482,                 1.2191,                0.57464,                0.50269,                 0.5035,                 0.3067,                 1.6219,                 1.3166,                 1.3254,               0.004588,               0.004588,               0.004588
                     84,                  1.255,                0.94398,                 1.2187,                0.57395,                0.50323,                0.50388,                0.30632,                 1.6248,                 1.3184,                 1.3273,               0.004522,               0.004522,               0.004522
                     85,                 1.2465,                0.92973,                 1.2169,                0.57507,                0.50457,                0.50352,                0.30613,                 1.6254,                 1.3203,                 1.3292,               0.004456,               0.004456,               0.004456
                     86,                 1.2482,                0.93312,                 1.2056,                0.57367,                0.50349,                0.50313,                 0.3061,                 1.6229,                 1.3167,                 1.3282,                0.00439,                0.00439,                0.00439
                     87,                 1.2584,                0.94647,                  1.216,                0.57382,                0.50296,                0.50327,                0.30629,                 1.6251,                  1.315,                 1.3282,               0.004324,               0.004324,               0.004324
                     88,                  1.245,                0.93113,                 1.2123,                0.57443,                0.50699,                0.50405,                0.30664,                 1.6253,                 1.3121,                 1.3288,               0.004258,               0.004258,               0.004258
                     89,                   1.24,                0.91428,                 1.2089,                0.57252,                0.50699,                0.50365,                0.30722,                 1.6245,                 1.3084,                 1.3292,               0.004192,               0.004192,               0.004192
                     90,                 1.2388,                 0.9204,                 1.2091,                0.57085,                0.50813,                0.50449,                0.30744,                 1.6236,                 1.3053,                 1.3279,               0.004126,               0.004126,               0.004126
                     91,                 1.2228,                0.90861,                 1.2074,                0.57349,                0.50914,                0.50519,                0.30759,                 1.6234,                 1.3047,                  1.327,                0.00406,                0.00406,                0.00406
                     92,                 1.2218,                0.90934,                 1.2059,                0.56929,                0.51075,                0.50561,                0.30812,                 1.6211,                 1.3037,                 1.3257,               0.003994,               0.003994,               0.003994
                     93,                 1.2265,                0.91131,                  1.201,                0.56912,                0.51183,                0.50504,                0.30852,                 1.6207,                 1.3045,                  1.326,               0.003928,               0.003928,               0.003928
                     94,                 1.2321,                0.90993,                 1.2016,                0.57053,                0.51263,                0.50582,                0.30858,                 1.6211,                 1.3051,                 1.3262,               0.003862,               0.003862,               0.003862
                     95,                  1.228,                0.90569,                 1.2002,                0.57121,                0.51263,                0.50661,                0.30886,                 1.6211,                 1.3046,                 1.3274,               0.003796,               0.003796,               0.003796
                     96,                 1.2252,                0.90738,                 1.1986,                0.56942,                 0.5121,                0.50666,                0.30935,                 1.6227,                  1.303,                 1.3274,                0.00373,                0.00373,                0.00373
                     97,                 1.2126,                0.89629,                 1.1944,                0.56938,                0.51344,                0.50693,                0.30996,                 1.6221,                 1.3018,                  1.328,               0.003664,               0.003664,               0.003664
                     98,                 1.2287,                0.91517,                 1.2026,                0.57038,                 0.5121,                0.50665,                0.31028,                 1.6224,                 1.2999,                 1.3286,               0.003598,               0.003598,               0.003598
                     99,                 1.2092,                0.89648,                 1.1922,                0.56919,                0.51179,                0.50585,                 0.3104,                 1.6235,                 1.2994,                 1.3295,               0.003532,               0.003532,               0.003532
                    100,                 1.2144,                0.89613,                 1.1966,                0.56817,                 0.5121,                0.50518,                0.31035,                 1.6239,                 1.2991,                 1.3297,               0.003466,               0.003466,               0.003466
                    101,                 1.2119,                0.90652,                 1.1975,                0.56813,                0.51206,                0.50525,                0.30987,                 1.6252,                 1.2999,                   1.33,                 0.0034,                 0.0034,                 0.0034
                    102,                 1.2131,                0.88786,                 1.1944,                0.56857,                0.51129,                0.50471,                0.30928,                 1.6265,                 1.3007,                 1.3303,               0.003334,               0.003334,               0.003334
                    103,                 1.2163,                0.90128,                 1.2002,                0.56887,                0.51156,                0.50467,                0.30952,                 1.6265,                 1.3001,                 1.3304,               0.003268,               0.003268,               0.003268
                    104,                 1.2087,                 0.8932,                 1.1912,                0.56994,                0.51237,                0.50473,                0.30949,                 1.6268,                 1.2999,                 1.3312,               0.003202,               0.003202,               0.003202
                    105,                   1.19,                0.88027,                  1.182,                0.56854,                0.51263,                0.50483,                0.30932,                 1.6266,                 1.2991,                 1.3311,               0.003136,               0.003136,               0.003136
                    106,                 1.1997,                0.88312,                 1.1883,                0.56784,                0.51287,                0.50456,                0.30904,                  1.627,                 1.2993,                 1.3319,                0.00307,                0.00307,                0.00307
                    107,                 1.1856,                0.88039,                  1.181,                0.56683,                0.51287,                0.50464,                0.30938,                  1.627,                 1.2976,                 1.3316,               0.003004,               0.003004,               0.003004
                    108,                 1.1836,                0.88323,                 1.1883,                0.56661,                0.51237,                0.50488,                0.30972,                 1.6268,                 1.2966,                 1.3311,               0.002938,               0.002938,               0.002938
                    109,                 1.1943,                0.86948,                 1.1863,                0.56662,                0.51344,                0.50469,                0.30996,                 1.6274,                 1.2949,                 1.3312,               0.002872,               0.002872,               0.002872
                    110,                  1.191,                0.86701,                 1.1807,                0.56752,                0.51263,                0.50407,                0.30989,                 1.6268,                 1.2932,                  1.331,               0.002806,               0.002806,               0.002806
                    111,                  1.191,                0.87706,                 1.1789,                0.56584,                0.51263,                0.50398,                0.31009,                 1.6257,                 1.2929,                 1.3312,                0.00274,                0.00274,                0.00274
                    112,                 1.1832,                0.86704,                 1.1809,                0.56529,                 0.5129,                0.50396,                0.31042,                 1.6253,                 1.2917,                 1.3311,               0.002674,               0.002674,               0.002674
                    113,                 1.1829,                0.86156,                 1.1761,                0.56507,                 0.5127,                0.50372,                0.31028,                 1.6252,                 1.2913,                 1.3306,               0.002608,               0.002608,               0.002608
                    114,                 1.1639,                0.85678,                 1.1765,                0.56579,                 0.5135,                 0.5043,                0.31004,                 1.6247,                 1.2908,                 1.3304,               0.002542,               0.002542,               0.002542
                    115,                 1.1804,                0.86116,                 1.1724,                0.56532,                0.51323,                0.50397,                 0.3102,                 1.6244,                 1.2896,                 1.3303,               0.002476,               0.002476,               0.002476
                    116,                 1.1827,                0.85996,                 1.1732,                0.56544,                0.51425,                0.50415,                0.31045,                  1.625,                 1.2889,                 1.3305,                0.00241,                0.00241,                0.00241
                    117,                 1.1626,                0.84938,                 1.1655,                0.56456,                0.51452,                0.50387,                0.31061,                 1.6249,                 1.2879,                 1.3306,               0.002344,               0.002344,               0.002344
                    118,                 1.1691,                0.85972,                 1.1706,                0.56428,                0.51532,                0.50423,                0.31028,                 1.6248,                 1.2872,                 1.3308,               0.002278,               0.002278,               0.002278
                    119,                   1.16,                0.84677,                  1.167,                0.56469,                0.51478,                0.50423,                0.31048,                  1.625,                 1.2866,                 1.3311,               0.002212,               0.002212,               0.002212
                    120,                 1.1675,                0.84558,                 1.1644,                0.56666,                0.51505,                0.50429,                0.31074,                 1.6259,                 1.2857,                  1.332,               0.002146,               0.002146,               0.002146
                    121,                 1.1721,                0.85185,                 1.1706,                0.56554,                0.51586,                0.50405,                0.31054,                 1.6269,                 1.2853,                 1.3326,                0.00208,                0.00208,                0.00208
                    122,                 1.1522,                 0.8378,                 1.1605,                0.56409,                0.51667,                0.50408,                0.31056,                 1.6266,                  1.285,                 1.3331,               0.002014,               0.002014,               0.002014
                    123,                 1.1534,                0.84149,                 1.1627,                0.56379,                0.51694,                0.50401,                 0.3104,                 1.6263,                 1.2844,                 1.3329,               0.001948,               0.001948,               0.001948
                    124,                  1.149,                0.83639,                 1.1617,                0.56366,                0.51667,                0.50387,                 0.3103,                 1.6263,                 1.2837,                 1.3328,               0.001882,               0.001882,               0.001882
                    125,                  1.146,                0.82739,                 1.1613,                0.56388,                0.51717,                0.50419,                0.31056,                 1.6267,                 1.2822,                 1.3326,               0.001816,               0.001816,               0.001816
                    126,                 1.1463,                0.82938,                 1.1593,                0.56426,                0.51667,                0.50423,                0.31073,                  1.626,                  1.282,                 1.3324,                0.00175,                0.00175,                0.00175
                    127,                 1.1374,                 0.8237,                 1.1546,                0.56518,                 0.5172,                0.50468,                0.31061,                 1.6261,                 1.2817,                 1.3321,               0.001684,               0.001684,               0.001684
                    128,                 1.1412,                0.81659,                 1.1593,                0.56531,                0.51747,                0.50454,                0.31045,                 1.6259,                 1.2813,                 1.3322,               0.001618,               0.001618,               0.001618
                    129,                 1.1422,                0.83506,                 1.1584,                0.56472,                0.51855,                0.50489,                  0.311,                 1.6264,                 1.2816,                 1.3328,               0.001552,               0.001552,               0.001552
                    130,                 1.1332,                 0.8158,                 1.1509,                0.56593,                0.51774,                0.50487,                0.31124,                 1.6253,                 1.2812,                 1.3331,               0.001486,               0.001486,               0.001486
                    131,                 1.1408,                0.81686,                 1.1485,                 0.5669,                0.51909,                0.50608,                0.31121,                 1.6252,                 1.2808,                  1.333,                0.00142,                0.00142,                0.00142
                    132,                 1.1144,                 0.8047,                 1.1475,                0.56564,                0.51915,                0.50642,                0.31136,                 1.6248,                 1.2809,                  1.333,               0.001354,               0.001354,               0.001354
                    133,                 1.1287,                0.80855,                  1.145,                0.56533,                0.51962,                0.50588,                0.31122,                 1.6248,                 1.2809,                 1.3334,               0.001288,               0.001288,               0.001288
                    134,                 1.1231,                0.81344,                 1.1466,                0.56542,                0.52016,                0.50627,                0.31121,                 1.6252,                 1.2813,                 1.3339,               0.001222,               0.001222,               0.001222
                    135,                   1.12,                 0.8111,                 1.1476,                0.56416,                0.52016,                0.50634,                0.31135,                 1.6251,                 1.2816,                 1.3343,               0.001156,               0.001156,               0.001156
                    136,                 1.1201,                0.80045,                 1.1422,                0.56401,                0.51962,                0.50592,                0.31133,                 1.6249,                  1.281,                 1.3343,                0.00109,                0.00109,                0.00109
                    137,                 1.1159,                0.80618,                  1.146,                0.56562,                0.52049,                0.50662,                0.31149,                  1.625,                 1.2811,                 1.3347,               0.001024,               0.001024,               0.001024
                    138,                 1.1192,                0.80196,                 1.1416,                0.56421,                0.52097,                0.50662,                0.31146,                 1.6252,                 1.2808,                 1.3349,               0.000958,               0.000958,               0.000958
                    139,                  1.108,                0.79871,                 1.1415,                 0.5641,                0.52147,                 0.5068,                0.31145,                 1.6254,                 1.2807,                  1.335,               0.000892,               0.000892,               0.000892
                    140,                 1.1076,                0.79287,                  1.142,                0.56463,                0.52151,                0.50674,                 0.3114,                 1.6255,                 1.2803,                 1.3353,               0.000826,               0.000826,               0.000826
                    141,                 1.0772,                0.73441,                 1.1007,                 0.5648,                0.52151,                0.50689,                0.31136,                 1.6252,                 1.2801,                 1.3355,                0.00076,                0.00076,                0.00076
                    142,                 1.0696,                0.72679,                 1.0988,                0.56414,                0.52151,                0.50666,                0.31108,                 1.6248,                 1.2795,                 1.3357,               0.000694,               0.000694,               0.000694
                    143,                 1.0592,                0.72784,                 1.0945,                0.56439,                0.52204,                0.50672,                0.31093,                 1.6249,                 1.2783,                 1.3359,               0.000628,               0.000628,               0.000628
                    144,                  1.058,                 0.7215,                 1.0957,                0.56385,                0.52124,                0.50671,                0.31093,                 1.6248,                 1.2772,                 1.3361,               0.000562,               0.000562,               0.000562
                    145,                 1.0495,                0.70948,                 1.0935,                0.56401,                0.52124,                0.50639,                0.31088,                 1.6255,                 1.2765,                 1.3367,               0.000496,               0.000496,               0.000496
                    146,                 1.0588,                0.71552,                 1.0963,                 0.5648,                0.52151,                0.50674,                 0.3114,                 1.6256,                 1.2757,                 1.3369,                0.00043,                0.00043,                0.00043
                    147,                 1.0431,                0.70511,                 1.0844,                0.56558,                0.52177,                 0.5065,                0.31117,                 1.6254,                  1.275,                 1.3371,               0.000364,               0.000364,               0.000364
                    148,                 1.0446,                0.70553,                  1.089,                0.56423,                0.52174,                0.50599,                0.31122,                 1.6255,                 1.2744,                 1.3375,               0.000298,               0.000298,               0.000298
                    149,                 1.0361,                0.70417,                 1.0831,                 0.5639,                0.52204,                0.50611,                0.31126,                 1.6258,                 1.2732,                 1.3377,               0.000232,               0.000232,               0.000232
                    150,                 1.0383,                0.69982,                 1.0825,                0.56527,                0.52124,                0.50614,                0.31128,                 1.6265,                 1.2725,                 1.3379,               0.000166,               0.000166,               0.000166
