                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.4367,                 1.1826,                 1.3345,                0.54191,                 0.4414,                 0.4456,                0.25826,                 1.7631,                 1.4326,                 1.4182,               0.007426,               0.007426,               0.007426
                     28,                 1.4217,                 1.1656,                 1.3276,                0.58348,                0.41046,                0.44784,                0.26246,                 1.7665,                 1.3849,                 1.4343,               0.007327,               0.007327,               0.007327
                     29,                  1.425,                 1.1683,                 1.3272,                 0.5479,                 0.4207,                0.44725,                0.25896,                 1.7682,                 1.4038,                 1.4326,               0.007228,               0.007228,               0.007228
                     30,                 1.4245,                 1.1602,                 1.3232,                0.57541,                 0.4293,                0.45568,                0.26451,                 1.7477,                 1.3996,                 1.4216,               0.007129,               0.007129,               0.007129
                     31,                 1.4108,                 1.1498,                 1.3228,                0.54909,                0.44409,                0.45249,                0.26311,                 1.7678,                 1.4012,                 1.4336,                0.00703,                0.00703,                0.00703
                     32,                 1.4083,                 1.1392,                 1.3156,                0.53471,                0.44973,                0.45045,                0.26378,                 1.7733,                 1.4049,                 1.4196,               0.006931,               0.006931,               0.006931
                     33,                 1.3965,                 1.1382,                 1.3107,                0.55805,                0.45348,                0.45933,                0.26753,                 1.7608,                 1.3686,                 1.4337,               0.006832,               0.006832,               0.006832
                     34,                 1.4038,                 1.1308,                 1.3129,                0.57413,                0.44597,                0.46234,                0.27042,                 1.7405,                 1.4023,                 1.4017,               0.006733,               0.006733,               0.006733
                     35,                  1.401,                 1.1222,                 1.3059,                0.56709,                0.44624,                0.45768,                0.26815,                 1.7384,                 1.3939,                 1.4099,               0.006634,               0.006634,               0.006634
                     36,                 1.3859,                 1.1281,                 1.2993,                0.55555,                0.45618,                 0.4639,                0.27245,                  1.744,                 1.3733,                 1.4149,               0.006535,               0.006535,               0.006535
                     37,                 1.3833,                 1.0997,                 1.3037,                0.55755,                0.48038,                0.46945,                0.27463,                 1.7384,                 1.3645,                 1.4131,               0.006436,               0.006436,               0.006436
                     38,                 1.3652,                 1.0909,                   1.29,                0.52963,                0.46946,                0.46248,                0.27277,                 1.7231,                 1.3485,                 1.3979,               0.006337,               0.006337,               0.006337
                     39,                 1.3794,                 1.1014,                 1.2955,                0.53846,                0.46398,                0.46468,                0.27731,                 1.7081,                 1.3456,                 1.3804,               0.006238,               0.006238,               0.006238
                     40,                 1.3777,                 1.1076,                 1.2971,                0.56154,                0.47016,                0.46731,                0.27567,                 1.7361,                 1.3647,                 1.3948,               0.006139,               0.006139,               0.006139
                     41,                 1.3784,                   1.09,                 1.2905,                0.57255,                0.44919,                 0.4715,                0.27899,                 1.7393,                 1.3643,                 1.4007,                0.00604,                0.00604,                0.00604
                     42,                 1.3534,                 1.0824,                 1.2854,                0.58024,                0.45186,                 0.4757,                0.28785,                 1.7145,                 1.3288,                 1.3827,               0.005941,               0.005941,               0.005941
                     43,                 1.3577,                 1.0782,                 1.2782,                0.56924,                0.47231,                0.47613,                0.28157,                 1.7287,                 1.3178,                 1.4075,               0.005842,               0.005842,               0.005842
                     44,                 1.3483,                 1.0626,                  1.277,                0.56363,                0.45565,                0.47492,                0.28108,                 1.7461,                 1.3212,                 1.4043,               0.005743,               0.005743,               0.005743
                     45,                  1.338,                 1.0626,                 1.2801,                0.57464,                 0.4793,                0.47981,                 0.2818,                 1.7342,                  1.324,                 1.3997,               0.005644,               0.005644,               0.005644
                     46,                 1.3372,                 1.0567,                 1.2779,                0.55833,                0.46237,                0.47543,                0.28414,                 1.7164,                 1.3412,                 1.3749,               0.005545,               0.005545,               0.005545
                     47,                 1.3417,                 1.0561,                 1.2688,                0.56872,                0.48763,                 0.4843,                0.28838,                 1.7159,                  1.295,                 1.3832,               0.005446,               0.005446,               0.005446
                     48,                 1.3397,                 1.0553,                 1.2731,                0.55959,                0.47068,                0.47809,                 0.2859,                 1.7289,                 1.2921,                 1.3905,               0.005347,               0.005347,               0.005347
                     49,                 1.3362,                 1.0536,                 1.2655,                0.54703,                0.48817,                0.47845,                0.28373,                 1.7402,                 1.3117,                 1.3863,               0.005248,               0.005248,               0.005248
                     50,                 1.3271,                 1.0314,                 1.2688,                0.54807,                0.48333,                0.47854,                0.28666,                 1.7256,                 1.2953,                  1.383,               0.005149,               0.005149,               0.005149
                     51,                  1.336,                 1.0433,                 1.2628,                0.56498,                0.48172,                0.48292,                0.28884,                 1.7142,                 1.2978,                 1.3862,                0.00505,                0.00505,                0.00505
                     52,                   1.32,                 1.0372,                 1.2638,                0.57225,                0.47581,                0.48436,                0.28975,                 1.7128,                 1.3108,                 1.3881,               0.004951,               0.004951,               0.004951
                     53,                 1.3232,                 1.0384,                   1.26,                0.56487,                0.47182,                0.48663,                0.29142,                 1.7137,                 1.2803,                 1.3791,               0.004852,               0.004852,               0.004852
                     54,                 1.3081,                 1.0201,                 1.2587,                0.55341,                0.47823,                0.48309,                0.29052,                 1.7032,                 1.2742,                 1.3733,               0.004753,               0.004753,               0.004753
                     55,                  1.311,                 1.0205,                 1.2474,                 0.5513,                0.48871,                0.48267,                0.28866,                 1.7137,                 1.2967,                 1.3726,               0.004654,               0.004654,               0.004654
                     56,                 1.3035,                 1.0221,                 1.2517,                0.55538,                0.47661,                0.48073,                0.29019,                 1.7009,                 1.3093,                 1.3612,               0.004555,               0.004555,               0.004555
                     57,                 1.2985,                0.99838,                 1.2449,                0.55446,                0.48199,                0.48498,                0.29264,                 1.6985,                 1.2911,                 1.3657,               0.004456,               0.004456,               0.004456
                     58,                 1.3007,                 1.0049,                 1.2485,                0.54717,                0.49005,                0.48241,                0.29113,                 1.6977,                 1.2841,                 1.3699,               0.004357,               0.004357,               0.004357
                     59,                 1.3022,                 1.0003,                 1.2469,                0.54873,                0.49194,                0.48455,                0.29229,                 1.6901,                 1.2893,                 1.3684,               0.004258,               0.004258,               0.004258
                     60,                 1.2718,                0.98432,                 1.2385,                0.54797,                 0.4836,                0.48474,                0.29293,                  1.696,                 1.2751,                 1.3629,               0.004159,               0.004159,               0.004159
                     61,                 1.2957,                0.99116,                 1.2381,                0.55757,                0.48468,                0.48841,                0.29405,                 1.7019,                 1.2571,                 1.3571,                0.00406,                0.00406,                0.00406
                     62,                 1.2776,                0.98582,                  1.243,                0.55741,                0.49598,                0.49206,                0.29795,                 1.6885,                 1.2433,                 1.3531,               0.003961,               0.003961,               0.003961
                     63,                 1.2693,                0.98538,                 1.2351,                0.56593,                0.49558,                0.49214,                0.29752,                 1.6952,                 1.2686,                 1.3612,               0.003862,               0.003862,               0.003862
                     64,                 1.2767,                0.98821,                 1.2404,                  0.574,                0.48387,                 0.4912,                0.29714,                 1.6987,                  1.263,                  1.365,               0.003763,               0.003763,               0.003763
                     65,                 1.2693,                0.97619,                 1.2281,                0.57477,                0.48226,                0.49214,                0.29788,                 1.6972,                 1.2637,                 1.3688,               0.003664,               0.003664,               0.003664
                     66,                 1.2716,                0.97858,                 1.2283,                0.57487,                 0.4793,                0.49252,                0.29783,                 1.6984,                 1.2608,                 1.3682,               0.003565,               0.003565,               0.003565
                     67,                 1.2603,                0.96858,                 1.2264,                0.57362,                0.47773,                0.48983,                0.29784,                 1.7014,                 1.2597,                 1.3668,               0.003466,               0.003466,               0.003466
                     68,                 1.2728,                0.97019,                 1.2222,                0.57517,                0.48186,                0.49183,                0.29851,                 1.7009,                 1.2677,                   1.37,               0.003367,               0.003367,               0.003367
                     69,                 1.2572,                0.95982,                 1.2259,                0.56696,                0.48886,                0.49255,                0.29876,                  1.697,                  1.262,                 1.3689,               0.003268,               0.003268,               0.003268
                     70,                 1.2516,                0.95486,                 1.2222,                0.55903,                0.49039,                0.49158,                0.29779,                 1.6922,                 1.2595,                 1.3715,               0.003169,               0.003169,               0.003169
                     71,                 1.2557,                0.95388,                 1.2168,                0.56571,                0.48871,                0.49404,                0.29976,                  1.694,                 1.2491,                 1.3708,                0.00307,                0.00307,                0.00307
                     72,                 1.2423,                0.95208,                 1.2153,                   0.56,                0.49651,                0.49586,                0.30071,                 1.6949,                 1.2363,                 1.3692,               0.002971,               0.002971,               0.002971
                     73,                 1.2496,                0.95234,                 1.2172,                0.56104,                0.49597,                0.49417,                0.30037,                 1.6912,                 1.2366,                 1.3679,               0.002872,               0.002872,               0.002872
                     74,                 1.2424,                0.93997,                 1.2076,                0.56343,                0.49355,                0.49583,                 0.3014,                 1.6896,                 1.2418,                 1.3654,               0.002773,               0.002773,               0.002773
                     75,                 1.2339,                0.93278,                  1.206,                0.56349,                0.49345,                0.49496,                 0.3007,                 1.6899,                 1.2406,                 1.3666,               0.002674,               0.002674,               0.002674
                     76,                 1.2299,                0.92613,                 1.2073,                0.56372,                0.49866,                0.49798,                0.30131,                  1.693,                 1.2417,                 1.3718,               0.002575,               0.002575,               0.002575
                     77,                 1.2373,                0.93368,                 1.2084,                0.56639,                0.49791,                0.49852,                0.30236,                 1.6902,                 1.2321,                  1.367,               0.002476,               0.002476,               0.002476
                     78,                 1.2242,                0.91122,                 1.2026,                0.56149,                0.49812,                0.49611,                0.30251,                 1.6839,                 1.2327,                 1.3641,               0.002377,               0.002377,               0.002377
                     79,                 1.2109,                0.91719,                 1.1964,                0.56505,                 0.4987,                0.49812,                0.30239,                 1.6824,                 1.2276,                 1.3628,               0.002278,               0.002278,               0.002278
                     80,                 1.2156,                0.91013,                 1.2011,                0.56415,                0.50071,                 0.4989,                0.30252,                 1.6829,                 1.2241,                 1.3613,               0.002179,               0.002179,               0.002179
                     81,                 1.2069,                0.90605,                 1.2001,                0.56222,                 0.4999,                 0.4979,                0.30278,                 1.6834,                 1.2242,                 1.3632,                0.00208,                0.00208,                0.00208
                     82,                 1.2056,                0.91484,                 1.1972,                 0.5611,                0.50105,                0.49799,                0.30153,                  1.686,                 1.2341,                 1.3643,               0.001981,               0.001981,               0.001981
                     83,                 1.2015,                0.89359,                 1.1936,                0.56383,                0.50027,                0.49838,                0.30256,                  1.689,                  1.224,                 1.3681,               0.001882,               0.001882,               0.001882
                     84,                 1.2128,                0.91166,                 1.1926,                0.56582,                0.50054,                 0.4987,                 0.3027,                 1.6906,                 1.2224,                 1.3704,               0.001783,               0.001783,               0.001783
                     85,                 1.1874,                0.89733,                 1.1828,                 0.5649,                0.50048,                0.49897,                 0.3032,                 1.6899,                 1.2213,                 1.3718,               0.001684,               0.001684,               0.001684
                     86,                 1.2011,                0.89427,                 1.1875,                0.56234,                0.50296,                0.49844,                0.30322,                 1.6892,                  1.219,                 1.3711,               0.001585,               0.001585,               0.001585
                     87,                 1.1863,                 0.8946,                 1.1892,                0.56471,                0.50185,                0.49907,                0.30326,                 1.6887,                 1.2168,                 1.3712,               0.001486,               0.001486,               0.001486
                     88,                  1.187,                0.88759,                 1.1835,                0.56589,                 0.5043,                0.50059,                0.30295,                 1.6889,                 1.2183,                   1.37,               0.001387,               0.001387,               0.001387
                     89,                 1.1721,                0.86634,                 1.1789,                0.56283,                0.50591,                0.49909,                0.30286,                 1.6862,                 1.2277,                 1.3679,               0.001288,               0.001288,               0.001288
                     90,                 1.1767,                0.87745,                 1.1769,                0.56345,                0.50591,                0.49853,                0.30264,                 1.6842,                 1.2364,                 1.3651,               0.001189,               0.001189,               0.001189
                     91,                 1.1547,                0.82478,                 1.1462,                0.56136,                0.50833,                0.49802,                0.30283,                 1.6831,                 1.2428,                 1.3626,                0.00109,                0.00109,                0.00109
                     92,                 1.1366,                0.80688,                 1.1414,                0.56104,                 0.5043,                0.49882,                 0.3029,                 1.6786,                  1.246,                 1.3592,               0.000991,               0.000991,               0.000991
                     93,                 1.1384,                0.80172,                 1.1389,                0.55801,                0.50635,                0.49824,                0.30301,                 1.6748,                 1.2469,                 1.3568,               0.000892,               0.000892,               0.000892
                     94,                 1.1243,                0.79268,                 1.1328,                0.56046,                0.50511,                0.49851,                0.30277,                 1.6742,                  1.246,                 1.3555,               0.000793,               0.000793,               0.000793
                     95,                 1.1224,                0.78498,                 1.1292,                0.56298,                0.50317,                0.49883,                0.30372,                 1.6771,                 1.2439,                 1.3571,               0.000694,               0.000694,               0.000694
                     96,                 1.1157,                 0.7862,                 1.1292,                 0.5623,                0.50081,                  0.499,                0.30391,                 1.6767,                 1.2433,                 1.3574,               0.000595,               0.000595,               0.000595
                     97,                 1.1121,                0.76994,                 1.1235,                0.56085,                0.50192,                0.49785,                0.30355,                 1.6789,                 1.2418,                 1.3589,               0.000496,               0.000496,               0.000496
                     98,                 1.1124,                0.77835,                 1.1247,                0.56092,                0.50269,                0.49859,                 0.3038,                 1.6799,                 1.2433,                 1.3592,               0.000397,               0.000397,               0.000397
                     99,                    1.1,                0.76728,                 1.1226,                 0.5612,                0.50269,                0.49879,                0.30391,                 1.6793,                 1.2427,                 1.3594,               0.000298,               0.000298,               0.000298
                    100,                  1.094,                0.75891,                 1.1211,                0.56212,                0.50215,                0.49923,                 0.3038,                 1.6782,                 1.2423,                 1.3585,               0.000199,               0.000199,               0.000199
